Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-13 00:00:00+07:00,2664.3992416331544,2782.489053153328,2479.8840597927037,2745.5859375,295725807,0.0,0.0
2020-03-16 00:00:00+07:00,2767.727573939732,2767.727573939732,2553.6899511028228,2583.21240234375,196265939,0.0,0.0
2020-03-17 00:00:00+07:00,2583.212389189875,2634.876629045149,2406.077880859375,2406.077880859375,229429422,0.0,0.0
2020-03-18 00:00:00+07:00,2413.458512421561,2538.9287792974496,2280.607583313832,2317.510498046875,272919333,0.0,0.0
2020-03-19 00:00:00+07:00,2310.1303394964157,2317.5108044910944,2162.51806640625,2162.51806640625,151744210,0.0,0.0
2020-03-20 00:00:00+07:00,2162.518046638237,2192.0405009864,2014.9059731105292,2073.95068359375,658210668,0.0,0.0
2020-03-23 00:00:00+07:00,1955.8610290891904,1992.7641459111585,1933.71923828125,1933.71923828125,180848183,0.0,0.0
2020-03-24 00:00:00+07:00,1904.1965167084861,2029.6667791192672,1800.8680419921875,1800.8680419921875,544651637,0.0,0.0
2020-03-26 00:00:00+07:00,1845.1516786324955,2214.182014358995,1845.1516786324955,2169.8984375,698059077,0.0,0.0
2020-03-27 00:00:00+07:00,2214.1822217490208,2708.682870368492,2214.1822217490208,2383.936279296875,529032687,0.0,0.0
2020-03-30 00:00:00+07:00,2324.8912254296697,2324.8912254296697,2221.562744140625,2221.562744140625,239264252,0.0,0.0
2020-03-31 00:00:00+07:00,2287.988313602575,2361.7945480841927,2192.0404862748164,2228.943603515625,346502244,0.0,0.0
2020-04-01 00:00:00+07:00,2221.5629756423164,2273.227221670598,2140.3762749960015,2162.51806640625,298923123,0.0,0.0
2020-04-02 00:00:00+07:00,2103.4732917804154,2140.3764119678212,2066.570369806128,2118.234619140625,329876337,0.0,0.0
2020-04-03 00:00:00+07:00,2162.5180599993164,2177.279386371152,2088.712022779453,2132.99560546875,322467159,0.0,0.0
2020-04-06 00:00:00+07:00,2177.2793583063544,2236.3240683933045,2147.756904156328,2228.943603515625,313615306,0.0,0.0
2020-04-07 00:00:00+07:00,2287.9882176520205,2391.3167037373114,2177.279266998562,2236.323974609375,445935822,0.0,0.0
2020-04-08 00:00:00+07:00,2214.182500954548,2243.704958086183,2081.33154296875,2081.33154296875,322246825,0.0,0.0
2020-04-09 00:00:00+07:00,2110.8536961118025,2147.7568117651304,2029.6670002449566,2059.189453125,292370749,0.0,0.0
2020-04-13 00:00:00+07:00,2059.189226293389,2096.092337881625,1992.76386329025,2044.4281005859375,136106890,0.0,0.0
2020-04-14 00:00:00+07:00,2059.189522116196,2140.376220703125,2044.4283942881634,2140.376220703125,241711574,0.0,0.0
2020-04-15 00:00:00+07:00,2140.375834050807,2206.801194597066,2014.905576432497,2037.04736328125,351010672,0.0,0.0
2020-04-16 00:00:00+07:00,2044.4283116817292,2044.4283116817292,1904.196711022617,1926.3385009765625,404530667,0.0,0.0
2020-04-17 00:00:00+07:00,1970.6221020867808,2096.092576864256,1963.2416374981196,2088.7119140625,442565694,0.0,0.0
2020-04-20 00:00:00+07:00,2125.614619771561,2140.3759439037185,2037.047467830918,2051.80859375,244213568,0.0,0.0
2020-04-21 00:00:00+07:00,2029.6670593057452,2059.189513044855,1985.38347780363,2007.5252685546875,146163154,0.0,0.0
2020-04-22 00:00:00+07:00,1992.764082804723,2088.7119060050436,1955.8609671513952,2059.189453125,197501041,0.0,0.0
2020-04-23 00:00:00+07:00,2088.711857956789,2125.6147745481167,2059.189405755874,2066.570068359375,237791877,0.0,0.0
2020-04-24 00:00:00+07:00,2066.56995162436,2066.56995162436,1941.0994873046875,1941.0994873046875,323088010,0.0,0.0
2020-04-27 00:00:00+07:00,1978.0027040851005,1992.7640292348526,1926.3384624871464,1963.2415771484375,200872709,0.0,0.0
2020-04-28 00:00:00+07:00,1978.0027630943948,1985.3834258894562,1896.8160669880017,1911.577392578125,295130807,0.0,0.0
2020-04-29 00:00:00+07:00,1918.9577820728753,1933.7191070854,1889.4353302609127,1904.1966552734375,230054013,0.0,0.0
2020-04-30 00:00:00+07:00,1933.719070332198,2022.2862258716486,1926.3384079662162,2014.90576171875,475289499,0.0,0.0
2020-05-04 00:00:00+07:00,1970.6219378379587,1978.0026000245462,1918.9576989580037,1941.0994873046875,220673601,0.0,0.0
2020-05-05 00:00:00+07:00,1941.0994873046875,1978.0026000245462,1926.338361144591,1941.0994873046875,203241160,0.0,0.0
2020-05-06 00:00:00+07:00,1941.0997030751632,1955.8610290891904,1918.9579122672226,1933.71923828125,190361478,0.0,0.0
2020-05-08 00:00:00+07:00,1948.4803101272432,1963.2416357173663,1904.1967297830633,1911.577392578125,226345299,0.0,0.0
2020-05-11 00:00:00+07:00,1941.0997030751632,1948.480366082177,1918.9579122672226,1933.71923828125,170062057,0.0,0.0
2020-05-12 00:00:00+07:00,1933.7191376213575,1941.0996020310802,1823.0099911315272,1837.7711181640625,405546974,0.0,0.0
2020-05-13 00:00:00+07:00,1815.6294686434671,1859.9132495851845,1800.8683404716314,1823.0101318359375,372457853,0.0,0.0
2020-05-14 00:00:00+07:00,1800.8681938510026,1830.3906460041603,1719.6814999830908,1734.442626953125,517300545,0.0,0.0
2020-05-15 00:00:00+07:00,1756.5843625966263,1771.3456873266532,1631.1140934568136,1653.2559814453125,654135428,0.0,0.0
2020-05-18 00:00:00+07:00,1660.6366023106416,1675.3979275527333,1594.2111342539542,1601.591796875,501017513,0.0,0.0
2020-05-19 00:00:00+07:00,1660.6366216476022,1786.1068966009454,1660.6366216476022,1749.2039794921875,584451204,0.0,0.0
2020-05-20 00:00:00+07:00,1741.8232695568577,1845.151751800647,1712.300817742477,1830.390625,433842983,0.0,0.0
2020-05-26 00:00:00+07:00,1882.0549988771506,1882.0549988771506,1823.0100910835151,1859.9132080078125,444514707,0.0,0.0
2020-05-27 00:00:00+07:00,1874.674122264636,1941.0994873046875,1859.9129961045396,1941.0994873046875,476102523,0.0,0.0
2020-05-28 00:00:00+07:00,1948.4801968510787,2051.8086771224935,1948.4801968510787,2014.90576171875,498739044,0.0,0.0
2020-05-29 00:00:00+07:00,1992.7641123032083,2177.279296875,1992.7641123032083,2177.279296875,959884609,0.0,0.0
2020-06-02 00:00:00+07:00,2177.2793408868556,2428.2199018347565,2177.2793408868556,2347.033203125,514215761,0.0,0.0
2020-06-03 00:00:00+07:00,2361.7942626718377,2420.8389656234976,2221.562671958853,2287.988037109375,481917223,0.0,0.0
2020-06-04 00:00:00+07:00,2302.749350948926,2361.7942518429422,2236.3237878898885,2258.465576171875,275162272,0.0,0.0
2020-06-05 00:00:00+07:00,2265.846443365976,2310.1302221501223,2184.6597468436535,2295.368896484375,294137820,0.0,0.0
2020-06-08 00:00:00+07:00,2347.0329881670145,2487.2645818610226,2339.652325811255,2435.600341796875,422772612,0.0,0.0
2020-06-09 00:00:00+07:00,2472.5035408109266,2479.8842040134423,2369.175048828125,2369.175048828125,279951975,0.0,0.0
2020-06-10 00:00:00+07:00,2347.0331234759283,2347.0331234759283,2214.182184478683,2236.323974609375,487562851,0.0,0.0
2020-06-11 00:00:00+07:00,2310.130088863333,2310.130088863333,2140.376042780055,2192.040283203125,409589324,0.0,0.0
2020-06-12 00:00:00+07:00,2140.376151305346,2243.704637390637,2066.5701181320087,2236.323974609375,519350210,0.0,0.0
2020-06-15 00:00:00+07:00,2243.704710138653,2251.0853731592197,2132.9955576825587,2140.376220703125,253847754,0.0,0.0
2020-06-16 00:00:00+07:00,2192.0403193458337,2324.891253797493,2184.6596568171058,2310.130126953125,372556634,0.0,0.0
2020-06-17 00:00:00+07:00,2361.7942626718377,2361.7942626718377,2273.22691092473,2287.988037109375,240003025,0.0,0.0
2020-06-18 00:00:00+07:00,2251.085205078125,2302.7494459382906,2243.704542608648,2251.085205078125,144039347,0.0,0.0
2020-06-19 00:00:00+07:00,2273.22691092473,2295.368699308237,2258.4655865270056,2287.988037109375,183669732,0.0,0.0
2020-06-22 00:00:00+07:00,2287.988026618883,2295.3686887839044,2236.3237878898885,2258.465576171875,104916512,0.0,0.0
2020-06-23 00:00:00+07:00,2228.9434065792957,2258.4656599078066,2199.420955037699,2221.562744140625,188566907,0.0,0.0
2020-06-24 00:00:00+07:00,2251.085030719629,2317.510393160665,2221.562581341478,2302.749267578125,339338591,0.0,0.0
2020-06-25 00:00:00+07:00,2287.988026618883,2295.3686887839044,2243.70445005491,2258.465576171875,174033235,0.0,0.0
2020-06-26 00:00:00+07:00,2287.9882176520205,2302.7495432145447,2228.9435100412074,2236.323974609375,162039618,0.0,0.0
2020-06-29 00:00:00+07:00,2243.704345703125,2258.4654711335693,2199.4207711987237,2243.704345703125,130693147,0.0,0.0
2020-06-30 00:00:00+07:00,2265.8464275213287,2295.368880433283,2236.323974609375,2236.323974609375,147418716,0.0,0.0
2020-07-01 00:00:00+07:00,2243.70445005491,2265.8462383368965,2236.3237878898885,2258.465576171875,111421694,0.0,0.0
2020-07-02 00:00:00+07:00,2280.6075626669394,2280.6075626669394,2243.70445005491,2258.465576171875,186436280,0.0,0.0
2020-07-03 00:00:00+07:00,2258.465669334516,2280.6076567429463,2243.704542608648,2251.085205078125,54421019,0.0,0.0
2020-07-06 00:00:00+07:00,2265.8461329553256,2287.9879202075263,2236.3236838813687,2243.704345703125,148148028,0.0,0.0
2020-07-07 00:00:00+07:00,2265.8464275213287,2273.227090302591,2236.323974609375,2236.323974609375,228112810,0.0,0.0
